Final Letter Grade Rating,rm_key,Loan_Closed_Date,census_block_order_key,foa_mgmt_co_dim_key,owner_key,Principal Program Detail Code,Stmt_date,DSC_Ratio_II,Current_Ratio,Total Total Funds Flow Prior to CE & D/S (Line 62),Total Replacement Reserve Reimbursements (Line 18A),Total Interest Income Earned on R/R and Special Escrow (Line 78),Total Gross Debt Service - Mortgage (MHFA) (Line 66),Total Gross Debt Service - Energy Loans (Line 68),Total Current Assets (Line 230),Total Current Liabilities (Line 280),Current Portion of Mortgage Payable (Line 251),Notes & Advances - due within 1 year (Line 252),Gross Sf Residential,Gross Sf Residential Communal,Gross Sf Residential Noncommunal,Gross Sf Commercial,Gross Sf Unfinished Space,Gross Sf Parking Structure,Square Footage Net Rentable,Square Footage Residential Net Rentable,Square Footage Commercial Net Rentable,Number Of Buildings,Number Of Predominant Stories,Number Of Elevators,Total Gross Sf Land,Total Gross Sf Buildings,Total Rental Units,Low Income Rental Units,Moderate Income Rental Units,Market Rate Rental Units,Non_revenue Rental Units,Elderly Restricted Rental Units,Unrestricted Rental Units,Student Rental Units,Other Restricted Rental Units,Fully Access Handicapped Rental Units,Partially Access Handicapped Rental Units,Average Bedroom Density,Studio Rental Units,One Bedroom Rental Units,Two Bedroom Rental Units,Three Bedroom Rental Units,Four Bedroom Rental Units,Five Bedroom Rental Units,Six Bedroom Rental Units
1,704.00,19720713.00,821.00,148.00,155.00,16,20051231.00,1.32,4.27,163677.00,14224.00,2599.00,111430.00,0.00,266954.00,100082.00,37588.00,0.00,37651.00,7229.00,30422.00,0.00,0.00,462.00,31650.00,31650.00,0.00,1.00,5.00,1.00,10753.00,38113.00,52.00,0.00,52.00,0.00,0.00,0.00,52.00,0.00,0.00,0.00,0.00,0.50,28.00,22.00,2.00,0.00,0.00,0.00,0.00
1,704.00,19720713.00,821.00,148.00,155.00,16,20061231.00,1.36,5.23,198567.00,41982.00,4520.00,111430.00,0.00,322376.00,101548.00,39962.00,0.00,37651.00,7229.00,30422.00,0.00,0.00,462.00,31650.00,31650.00,0.00,1.00,5.00,1.00,10753.00,38113.00,52.00,0.00,52.00,0.00,0.00,0.00,52.00,0.00,0.00,0.00,0.00,0.50,28.00,22.00,2.00,0.00,0.00,0.00,0.00
1,704.00,19720713.00,821.00,148.00,155.00,16,20071231.00,0.96,4.37,156328.00,45299.00,4123.00,111430.00,0.00,285103.00,108794.00,43493.00,0.00,37651.00,7229.00,30422.00,0.00,0.00,462.00,31650.00,31650.00,0.00,1.00,5.00,1.00,10753.00,38113.00,52.00,0.00,52.00,0.00,0.00,0.00,52.00,0.00,0.00,0.00,0.00,0.50,28.00,22.00,2.00,0.00,0.00,0.00,0.00
1,704.00,19720713.00,821.00,148.00,155.00,16,20081231.00,1.36,4.05,169476.00,16279.00,1723.00,111430.00,0.00,354406.00,134813.00,47352.00,0.00,37651.00,7229.00,30422.00,0.00,0.00,462.00,31650.00,31650.00,0.00,1.00,5.00,1.00,10753.00,38113.00,52.00,0.00,52.00,0.00,0.00,0.00,52.00,0.00,0.00,0.00,0.00,0.50,28.00,22.00,2.00,0.00,0.00,0.00,0.00
1,704.00,19720713.00,821.00,148.00,155.00,16,20091231.00,1.58,5.36,241709.00,65019.00,296.00,111430.00,0.00,403398.00,126759.00,51567.00,0.00,37651.00,7229.00,30422.00,0.00,0.00,462.00,31650.00,31650.00,0.00,1.00,5.00,1.00,10753.00,38113.00,52.00,0.00,52.00,0.00,0.00,0.00,52.00,0.00,0.00,0.00,0.00,0.50,28.00,22.00,2.00,0.00,0.00,0.00,0.00
1,704.00,19720713.00,821.00,148.00,155.00,16,20101231.00,1.44,4.26,187943.00,27491.00,90.00,111380.00,0.00,295454.00,125537.00,56175.00,0.00,37651.00,7229.00,30422.00,0.00,0.00,462.00,31650.00,31650.00,0.00,1.00,5.00,1.00,10753.00,38113.00,52.00,0.00,52.00,0.00,0.00,0.00,52.00,0.00,0.00,0.00,0.00,0.50,28.00,22.00,2.00,0.00,0.00,0.00,0.00
3,1035.00,19890217.00,227.00,97.00,67.00,4,19951231.00,0.96,0.74,782176.00,14911.00,18825.00,782934.00,0.00,406250.00,652137.00,101617.00,0.00,85828.00,3834.00,81994.00,3514.00,5472.00,19882.00,55713.00,52646.00,3067.00,2.00,4.00,2.00,200376.00,114696.00,70.00,28.00,0.00,42.00,0.00,70.00,0.00,0.00,0.00,7.00,0.00,1.43,0.00,40.00,30.00,0.00,0.00,0.00,0.00
2,1035.00,19890217.00,227.00,97.00,67.00,4,19961231.00,1.06,0.92,889322.00,34368.00,29472.00,776535.00,0.00,462300.00,611305.00,110001.00,0.00,85828.00,3834.00,81994.00,3514.00,5472.00,19882.00,55713.00,52646.00,3067.00,2.00,4.00,2.00,200376.00,114696.00,70.00,28.00,0.00,42.00,0.00,70.00,0.00,0.00,0.00,7.00,0.00,1.43,0.00,40.00,30.00,0.00,0.00,0.00,0.00
5,1035.00,19890217.00,227.00,97.00,67.00,4,19971231.00,0.77,0.79,658516.00,28016.00,29466.00,782850.00,0.00,504385.00,774668.00,137526.00,0.00,85828.00,3834.00,81994.00,3514.00,5472.00,19882.00,55713.00,52646.00,3067.00,2.00,4.00,2.00,200376.00,114696.00,70.00,28.00,0.00,42.00,0.00,70.00,0.00,0.00,0.00,7.00,0.00,1.43,0.00,40.00,30.00,0.00,0.00,0.00,0.00
3,1035.00,19890217.00,227.00,97.00,67.00,4,19981231.00,0.8,1.24,690591.00,35232.00,25188.00,782850.00,0.00,867338.00,828046.00,128899.00,0.00,85828.00,3834.00,81994.00,3514.00,5472.00,19882.00,55713.00,52646.00,3067.00,2.00,4.00,2.00,200376.00,114696.00,70.00,28.00,0.00,42.00,0.00,70.00,0.00,0.00,0.00,7.00,0.00,1.43,0.00,40.00,30.00,0.00,0.00,0.00,0.00
1,1035.00,19890217.00,227.00,97.00,67.00,4,19991231.00,1.11,1.93,758089.00,7766.00,26271.00,652375.00,0.00,756947.00,532176.00,139534.00,0.00,85828.00,3834.00,81994.00,3514.00,5472.00,19882.00,55713.00,52646.00,3067.00,2.00,4.00,2.00,200376.00,114696.00,70.00,28.00,0.00,42.00,0.00,70.00,0.00,0.00,0.00,7.00,0.00,1.43,0.00,40.00,30.00,0.00,0.00,0.00,0.00
3,1035.00,19890217.00,227.00,97.00,67.00,4,20001231.00,0.69,1.37,571306.00,0.00,29100.00,782856.00,0.00,586910.00,578717.00,151045.00,0.00,85828.00,3834.00,81994.00,3514.00,5472.00,19882.00,55713.00,52646.00,3067.00,2.00,4.00,2.00,200376.00,114696.00,70.00,28.00,0.00,42.00,0.00,70.00,0.00,0.00,0.00,7.00,0.00,1.43,0.00,40.00,30.00,0.00,0.00,0.00,0.00
3,1035.00,19890217.00,227.00,97.00,67.00,4,20011231.00,0.95,0.92,782333.00,21301.00,19673.00,782856.00,0.00,447200.00,647059.00,163506.00,0.00,85828.00,3834.00,81994.00,3514.00,5472.00,19882.00,55713.00,52646.00,3067.00,2.00,4.00,2.00,200376.00,114696.00,70.00,28.00,0.00,42.00,0.00,70.00,0.00,0.00,0.00,7.00,0.00,1.43,0.00,40.00,30.00,0.00,0.00,0.00,0.00
3,1035.00,19890217.00,227.00,97.00,67.00,4,20021231.00,0.92,1.14,795900.00,36414.00,9196.00,815209.00,0.00,363195.00,494913.00,176996.00,0.00,85828.00,3834.00,81994.00,3514.00,5472.00,19882.00,55713.00,52646.00,3067.00,2.00,4.00,2.00,200376.00,114696.00,70.00,28.00,0.00,42.00,0.00,70.00,0.00,0.00,0.00,7.00,0.00,1.43,0.00,40.00,30.00,0.00,0.00,0.00,0.00
5,1035.00,19890217.00,227.00,97.00,67.00,4,20031231.00,0.87,0.49,716515.00,20000.00,4686.00,798280.00,0.00,212104.00,621761.00,191598.00,0.00,85828.00,3834.00,81994.00,3514.00,5472.00,19882.00,55713.00,52646.00,3067.00,2.00,4.00,2.00,200376.00,114696.00,70.00,28.00,0.00,42.00,0.00,70.00,0.00,0.00,0.00,7.00,0.00,1.43,0.00,40.00,30.00,0.00,0.00,0.00,0.00
5,1035.00,19890217.00,227.00,97.00,67.00,4,20041231.00,0.59,0.15,516282.00,51420.00,2487.00,781513.00,0.00,101608.00,868659.00,208730.00,0.00,85828.00,3834.00,81994.00,3514.00,5472.00,19882.00,55713.00,52646.00,3067.00,2.00,4.00,2.00,200376.00,114696.00,70.00,28.00,0.00,42.00,0.00,70.00,0.00,0.00,0.00,7.00,0.00,1.43,0.00,40.00,30.00,0.00,0.00,0.00,0.00
5,1035.00,19890217.00,227.00,97.00,67.00,4,20051231.00,0.3,0.38,375155.00,135344.00,2306.00,782855.00,0.00,379961.00,999344.00,1.00,0.00,85828.00,3834.00,81994.00,3514.00,5472.00,19882.00,55713.00,52646.00,3067.00,2.00,4.00,2.00,200376.00,114696.00,70.00,28.00,0.00,42.00,0.00,70.00,0.00,0.00,0.00,7.00,0.00,1.43,0.00,40.00,30.00,0.00,0.00,0.00,0.00
1,1035.00,19890217.00,227.00,97.00,67.00,4,20061231.00,1.09,1.46,849837.00,414474.00,8851.00,390637.00,0.00,178717.00,129736.00,7556.00,0.00,85828.00,3834.00,81994.00,3514.00,5472.00,19882.00,55713.00,52646.00,3067.00,2.00,4.00,2.00,200376.00,114696.00,70.00,28.00,0.00,42.00,0.00,70.00,0.00,0.00,0.00,7.00,0.00,1.43,0.00,40.00,30.00,0.00,0.00,0.00,0.00
1,1035.00,19890217.00,227.00,97.00,67.00,4,20071231.00,1.08,1.1,558797.00,248117.00,7961.00,280171.00,0.00,162938.00,154889.00,7154.00,0.00,85828.00,3834.00,81994.00,3514.00,5472.00,19882.00,55713.00,52646.00,3067.00,2.00,4.00,2.00,200376.00,114696.00,70.00,28.00,0.00,42.00,0.00,70.00,0.00,0.00,0.00,7.00,0.00,1.43,0.00,40.00,30.00,0.00,0.00,0.00,0.00
2,1035.00,19890217.00,227.00,97.00,67.00,4,20081231.00,1.18,0.78,535684.00,241091.00,3951.00,246961.00,0.00,155326.00,206704.00,7994.00,0.00,85828.00,3834.00,81994.00,3514.00,5472.00,19882.00,55713.00,52646.00,3067.00,2.00,4.00,2.00,200376.00,114696.00,70.00,28.00,0.00,42.00,0.00,70.00,0.00,0.00,0.00,7.00,0.00,1.43,0.00,40.00,30.00,0.00,0.00,0.00,0.00
1,1035.00,19890217.00,227.00,97.00,67.00,4,20091231.00,1.2,1.63,495573.00,161805.00,1249.00,277935.00,0.00,199063.00,130124.00,8233.00,0.00,85828.00,3834.00,81994.00,3514.00,5472.00,19882.00,55713.00,52646.00,3067.00,2.00,4.00,2.00,200376.00,114696.00,70.00,28.00,0.00,42.00,0.00,70.00,0.00,0.00,0.00,7.00,0.00,1.43,0.00,40.00,30.00,0.00,0.00,0.00,0.00
1,1035.00,19890217.00,227.00,97.00,67.00,4,20101231.00,0.97,1.17,510821.00,168378.00,535.00,352163.00,0.00,191990.00,172557.00,8479.00,0.00,85828.00,3834.00,81994.00,3514.00,5472.00,19882.00,55713.00,52646.00,3067.00,2.00,4.00,2.00,200376.00,114696.00,70.00,28.00,0.00,42.00,0.00,70.00,0.00,0.00,0.00,7.00,0.00,1.43,0.00,40.00,30.00,0.00,0.00,0.00,0.00
3,719.00,19730314.00,32.00,295.00,24.00,17,19951231.00,0.3,2.66,204463.00,139009.00,6703.00,197485.00,0.00,187892.00,104990.00,34370.00,0.00,105740.00,0.00,105740.00,0.00,0.00,0.00,98444.00,98444.00,0.00,21.00,3.00,0.00,585446.00,105740.00,112.00,28.00,84.00,0.00,0.00,0.00,112.00,0.00,0.00,1.00,0.00,2.03,0.00,26.00,63.00,17.00,6.00,0.00,0.00
1,719.00,19730314.00,32.00,295.00,24.00,17,19961231.00,1.05,2.79,268344.00,50501.00,11131.00,197485.00,0.00,240414.00,123237.00,37217.00,0.00,105740.00,0.00,105740.00,0.00,0.00,0.00,98444.00,98444.00,0.00,21.00,3.00,0.00,585446.00,105740.00,112.00,28.00,84.00,0.00,0.00,0.00,112.00,0.00,0.00,1.00,0.00,2.03,0.00,26.00,63.00,17.00,6.00,0.00,0.00
1,719.00,19730314.00,32.00,295.00,24.00,17,19971231.00,1.22,3.6,378457.00,125350.00,11400.00,197485.00,0.00,295129.00,122285.00,40301.00,0.00,105740.00,0.00,105740.00,0.00,0.00,0.00,98444.00,98444.00,0.00,21.00,3.00,0.00,585446.00,105740.00,112.00,28.00,84.00,0.00,0.00,0.00,112.00,0.00,0.00,1.00,0.00,2.03,0.00,26.00,63.00,17.00,6.00,0.00,0.00
1,719.00,19730314.00,32.00,295.00,24.00,17,19981231.00,1.8,2.79,408152.00,44494.00,8755.00,197485.00,0.00,266405.00,139073.00,43643.00,0.00,105740.00,0.00,105740.00,0.00,0.00,0.00,98444.00,98444.00,0.00,21.00,3.00,0.00,585446.00,105740.00,112.00,28.00,84.00,0.00,0.00,0.00,112.00,0.00,0.00,1.00,0.00,2.03,0.00,26.00,63.00,17.00,6.00,0.00,0.00
1,719.00,19730314.00,32.00,295.00,24.00,17,19991231.00,1.12,2.9,276455.00,50028.00,5008.00,197477.00,0.00,277782.00,143197.00,47257.00,0.00,105740.00,0.00,105740.00,0.00,0.00,0.00,98444.00,98444.00,0.00,21.00,3.00,0.00,585446.00,105740.00,112.00,28.00,84.00,0.00,0.00,0.00,112.00,0.00,0.00,1.00,0.00,2.03,0.00,26.00,63.00,17.00,6.00,0.00,0.00
1,719.00,19730314.00,32.00,295.00,24.00,17,20001231.00,1.07,2.99,341111.00,121714.00,7987.00,197485.00,0.00,301096.00,152002.00,51172.00,0.00,105740.00,0.00,105740.00,0.00,0.00,0.00,98444.00,98444.00,0.00,21.00,3.00,0.00,585446.00,105740.00,112.00,28.00,84.00,0.00,0.00,0.00,112.00,0.00,0.00,1.00,0.00,2.03,0.00,26.00,63.00,17.00,6.00,0.00,0.00
1,719.00,19730314.00,32.00,295.00,24.00,17,20011231.00,1.01,2.61,360815.00,157413.00,3848.00,197485.00,0.00,230020.00,141991.00,53882.00,0.00,105740.00,0.00,105740.00,0.00,0.00,0.00,98444.00,98444.00,0.00,21.00,3.00,0.00,585446.00,105740.00,112.00,28.00,84.00,0.00,0.00,0.00,112.00,0.00,0.00,1.00,0.00,2.03,0.00,26.00,63.00,17.00,6.00,0.00,0.00
1,719.00,19730314.00,32.00,295.00,24.00,17,20021231.00,1.15,2.63,376900.00,149006.00,858.00,197485.00,0.00,276698.00,163410.00,58158.00,0.00,105740.00,0.00,105740.00,0.00,0.00,0.00,98444.00,98444.00,0.00,21.00,3.00,0.00,585446.00,105740.00,112.00,28.00,84.00,0.00,0.00,0.00,112.00,0.00,0.00,1.00,0.00,2.03,0.00,26.00,63.00,17.00,6.00,0.00,0.00
1,719.00,19730314.00,32.00,295.00,24.00,17,20031231.00,1.51,3.79,434889.00,136015.00,556.00,197485.00,0.00,298416.00,216458.00,62776.00,75000.00,105740.00,0.00,105740.00,0.00,0.00,0.00,98444.00,98444.00,0.00,21.00,3.00,0.00,585446.00,105740.00,112.00,28.00,84.00,0.00,0.00,0.00,112.00,0.00,0.00,1.00,0.00,2.03,0.00,26.00,63.00,17.00,6.00,0.00,0.00
3,719.00,19730314.00,32.00,295.00,24.00,17,20041231.00,0.58,1.97,267189.00,153055.00,480.00,197485.00,0.00,249401.00,269257.00,67757.00,75000.00,105740.00,0.00,105740.00,0.00,0.00,0.00,98444.00,98444.00,0.00,21.00,3.00,0.00,585446.00,105740.00,112.00,28.00,84.00,0.00,0.00,0.00,112.00,0.00,0.00,1.00,0.00,2.03,0.00,26.00,63.00,17.00,6.00,0.00,0.00
3,719.00,19730314.00,32.00,295.00,24.00,17,20051231.00,0.82,1.82,254387.00,89325.00,2265.00,197485.00,0.00,229231.00,273803.00,73135.00,75000.00,105740.00,0.00,105740.00,0.00,0.00,0.00,98444.00,98444.00,0.00,21.00,3.00,0.00,585446.00,105740.00,112.00,28.00,84.00,0.00,0.00,0.00,112.00,0.00,0.00,1.00,0.00,2.03,0.00,26.00,63.00,17.00,6.00,0.00,0.00
1,719.00,19730314.00,32.00,295.00,24.00,17,20061231.00,1.08,1.89,370489.00,152976.00,4317.00,197485.00,0.00,275599.00,299597.00,78940.00,75000.00,105740.00,0.00,105740.00,0.00,0.00,0.00,98444.00,98444.00,0.00,21.00,3.00,0.00,585446.00,105740.00,112.00,28.00,84.00,0.00,0.00,0.00,112.00,0.00,0.00,1.00,0.00,2.03,0.00,26.00,63.00,17.00,6.00,0.00,0.00
1,719.00,19730314.00,32.00,295.00,24.00,17,20071231.00,1.12,2.02,366861.00,140162.00,5274.00,197485.00,0.00,309116.00,312912.00,85205.00,75000.00,105740.00,0.00,105740.00,0.00,0.00,0.00,98444.00,98444.00,0.00,21.00,3.00,0.00,585446.00,105740.00,112.00,28.00,84.00,0.00,0.00,0.00,112.00,0.00,0.00,1.00,0.00,2.03,0.00,26.00,63.00,17.00,6.00,0.00,0.00
1,719.00,19730314.00,32.00,295.00,24.00,17,20081231.00,0.95,1.88,303856.00,114168.00,2534.00,197485.00,0.00,297050.00,325182.00,91968.00,75000.00,105740.00,0.00,105740.00,0.00,0.00,0.00,98444.00,98444.00,0.00,21.00,3.00,0.00,585446.00,105740.00,112.00,28.00,84.00,0.00,0.00,0.00,112.00,0.00,0.00,1.00,0.00,2.03,0.00,26.00,63.00,17.00,6.00,0.00,0.00
1,719.00,19730314.00,32.00,295.00,24.00,17,20091231.00,0.72,1.43,257876.00,114451.00,493.00,197485.00,0.00,241145.00,268181.00,99968.00,0.00,105740.00,0.00,105740.00,0.00,0.00,0.00,98444.00,98444.00,0.00,21.00,3.00,0.00,585446.00,105740.00,112.00,28.00,84.00,0.00,0.00,0.00,112.00,0.00,0.00,1.00,0.00,2.03,0.00,26.00,63.00,17.00,6.00,0.00,0.00
5,719.00,19730314.00,32.00,295.00,24.00,17,20101231.00,0.78,0.98,353004.00,198417.00,218.00,197485.00,0.00,192356.00,302490.00,107147.00,0.00,105740.00,0.00,105740.00,0.00,0.00,0.00,98444.00,98444.00,0.00,21.00,3.00,0.00,585446.00,105740.00,112.00,28.00,84.00,0.00,0.00,0.00,112.00,0.00,0.00,1.00,0.00,2.03,0.00,26.00,63.00,17.00,6.00,0.00,0.00
1,735.00,19750115.00,1238.00,83.00,75.00,14,19951231.00,1.2,3.8,1031666.00,38600.00,47881.00,788959.00,0.00,632430.00,573034.00,406388.00,0.00,125891.00,22309.00,103582.00,0.00,0.00,8309.00,102920.00,102920.00,0.00,1.00,9.00,2.00,0.00,125891.00,156.00,156.00,0.00,0.00,0.00,156.00,0.00,0.00,0.00,15.00,0.00,1.00,16.00,124.00,16.00,0.00,0.00,0.00,0.00
1,735.00,19750115.00,1238.00,83.00,75.00,14,19961231.00,1.09,4.73,979058.00,104419.00,40782.00,768226.00,0.00,825015.00,499467.00,325009.00,0.00,125891.00,22309.00,103582.00,0.00,0.00,8309.00,102920.00,102920.00,0.00,1.00,9.00,2.00,0.00,125891.00,156.00,156.00,0.00,0.00,0.00,156.00,0.00,0.00,0.00,15.00,0.00,1.00,16.00,124.00,16.00,0.00,0.00,0.00,0.00
1,735.00,19750115.00,1238.00,83.00,75.00,14,19971231.00,1.03,5.19,939375.00,99566.00,24569.00,794203.00,0.00,767878.00,505757.00,357715.00,0.00,125891.00,22309.00,103582.00,0.00,0.00,8309.00,102920.00,102920.00,0.00,1.00,9.00,2.00,0.00,125891.00,156.00,156.00,0.00,0.00,0.00,156.00,0.00,0.00,0.00,15.00,0.00,1.00,16.00,124.00,16.00,0.00,0.00,0.00,0.00
1,735.00,19750115.00,1238.00,83.00,75.00,14,19981231.00,1.23,5.04,979332.00,13643.00,16846.00,773552.00,0.00,767139.00,517119.00,364910.00,0.00,125891.00,22309.00,103582.00,0.00,0.00,8309.00,102920.00,102920.00,0.00,1.00,9.00,2.00,0.00,125891.00,156.00,156.00,0.00,0.00,0.00,156.00,0.00,0.00,0.00,15.00,0.00,1.00,16.00,124.00,16.00,0.00,0.00,0.00,0.00
1,735.00,19750115.00,1238.00,83.00,75.00,14,19991231.00,1.25,4.57,1057759.00,95193.00,15526.00,758813.00,0.00,707130.00,541121.00,386487.00,0.00,125891.00,22309.00,103582.00,0.00,0.00,8309.00,102920.00,102920.00,0.00,1.00,9.00,2.00,0.00,125891.00,156.00,156.00,0.00,0.00,0.00,156.00,0.00,0.00,0.00,15.00,0.00,1.00,16.00,124.00,16.00,0.00,0.00,0.00,0.00
1,735.00,19750115.00,1238.00,83.00,75.00,14,20001231.00,1.27,5.27,1006166.00,44728.00,18528.00,741607.00,0.00,779837.00,565982.00,417959.00,0.00,125891.00,22309.00,103582.00,0.00,0.00,8309.00,102920.00,102920.00,0.00,1.00,9.00,2.00,0.00,125891.00,156.00,156.00,0.00,0.00,0.00,156.00,0.00,0.00,0.00,15.00,0.00,1.00,16.00,124.00,16.00,0.00,0.00,0.00,0.00
1,735.00,19750115.00,1238.00,83.00,75.00,14,20011231.00,1.34,5.17,856410.00,19727.00,11029.00,616397.00,0.00,814994.00,474121.00,316472.00,0.00,125891.00,22309.00,103582.00,0.00,0.00,8309.00,102920.00,102920.00,0.00,1.00,9.00,2.00,0.00,125891.00,156.00,156.00,0.00,0.00,0.00,156.00,0.00,0.00,0.00,15.00,0.00,1.00,16.00,124.00,16.00,0.00,0.00,0.00,0.00
1,735.00,19750115.00,1238.00,83.00,75.00,14,20021231.00,1.14,4,916276.00,54623.00,3311.00,755813.00,0.00,880066.00,555786.00,335552.00,0.00,125891.00,22309.00,103582.00,0.00,0.00,8309.00,102920.00,102920.00,0.00,1.00,9.00,2.00,0.00,125891.00,156.00,156.00,0.00,0.00,0.00,156.00,0.00,0.00,0.00,15.00,0.00,1.00,16.00,124.00,16.00,0.00,0.00,0.00,0.00
1,735.00,19750115.00,1238.00,83.00,75.00,14,20031231.00,1.17,3.85,1070107.00,73712.00,2378.00,848016.00,0.00,795852.00,525338.00,318519.00,0.00,125891.00,22309.00,103582.00,0.00,0.00,8309.00,102920.00,102920.00,0.00,1.00,9.00,2.00,0.00,125891.00,156.00,156.00,0.00,0.00,0.00,156.00,0.00,0.00,0.00,15.00,0.00,1.00,16.00,124.00,16.00,0.00,0.00,0.00,0.00
1,735.00,19750115.00,1238.00,83.00,75.00,14,20041231.00,1.22,4.52,1300991.00,317629.00,3436.00,801525.00,0.00,759417.00,642926.00,474781.00,0.00,125891.00,22309.00,103582.00,0.00,0.00,8309.00,102920.00,102920.00,0.00,1.00,9.00,2.00,0.00,125891.00,156.00,156.00,0.00,0.00,0.00,156.00,0.00,0.00,0.00,15.00,0.00,1.00,16.00,124.00,16.00,0.00,0.00,0.00,0.00
1,735.00,19750115.00,1238.00,83.00,75.00,14,20051231.00,1.05,2.02,1438850.00,454199.00,9144.00,931993.00,0.00,530830.00,710387.00,448090.00,0.00,125891.00,22309.00,103582.00,0.00,0.00,8309.00,102920.00,102920.00,0.00,1.00,9.00,2.00,0.00,125891.00,156.00,156.00,0.00,0.00,0.00,156.00,0.00,0.00,0.00,15.00,0.00,1.00,16.00,124.00,16.00,0.00,0.00,0.00,0.00
2,735.00,19750115.00,1238.00,83.00,75.00,14,20061231.00,0.97,1.27,1334775.00,476976.00,10866.00,869367.00,0.00,518797.00,1091677.00,682656.00,0.00,125891.00,22309.00,103582.00,0.00,0.00,8309.00,102920.00,102920.00,0.00,1.00,9.00,2.00,0.00,125891.00,156.00,156.00,0.00,0.00,0.00,156.00,0.00,0.00,0.00,15.00,0.00,1.00,16.00,124.00,16.00,0.00,0.00,0.00,0.00
1,735.00,19750115.00,1238.00,83.00,75.00,14,20071231.00,1.13,1.6,1344677.00,131821.00,12013.00,1066467.00,0.00,450861.00,1093695.00,812248.00,0.00,125891.00,22309.00,103582.00,0.00,0.00,8309.00,102920.00,102920.00,0.00,1.00,9.00,2.00,0.00,125891.00,156.00,156.00,0.00,0.00,0.00,156.00,0.00,0.00,0.00,15.00,0.00,1.00,16.00,124.00,16.00,0.00,0.00,0.00,0.00
3,735.00,19750115.00,1238.00,83.00,75.00,14,20081231.00,0.99,1.14,1247182.00,103487.00,4282.00,1153214.00,0.00,309509.00,915266.00,644275.00,0.00,125891.00,22309.00,103582.00,0.00,0.00,8309.00,102920.00,102920.00,0.00,1.00,9.00,2.00,0.00,125891.00,156.00,156.00,0.00,0.00,0.00,156.00,0.00,0.00,0.00,15.00,0.00,1.00,16.00,124.00,16.00,0.00,0.00,0.00,0.00
1,735.00,19750115.00,1238.00,83.00,75.00,14,20091231.00,1.11,1.42,1098914.00,56113.00,732.00,942551.00,0.00,331840.00,1195051.00,961133.00,0.00,125891.00,22309.00,103582.00,0.00,0.00,8309.00,102920.00,102920.00,0.00,1.00,9.00,2.00,0.00,125891.00,156.00,156.00,0.00,0.00,0.00,156.00,0.00,0.00,0.00,15.00,0.00,1.00,16.00,124.00,16.00,0.00,0.00,0.00,0.00
1,735.00,19750115.00,1238.00,83.00,75.00,14,20101231.00,1.02,1.45,1281104.00,41384.00,554.00,1213703.00,0.00,325209.00,1304228.00,1079398.00,0.00,125891.00,22309.00,103582.00,0.00,0.00,8309.00,102920.00,102920.00,0.00,1.00,9.00,2.00,0.00,125891.00,156.00,156.00,0.00,0.00,0.00,156.00,0.00,0.00,0.00,15.00,0.00,1.00,16.00,124.00,16.00,0.00,0.00,0.00,0.00
1,864.00,19790709.00,687.00,104.00,77.00,14,19951231.00,1.06,2.96,442253.00,22327.00,10943.00,386314.00,0.00,143774.00,244535.00,195963.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35268.00,35268.00,0.00,9.00,2.00,0.00,118483.00,46728.00,56.00,56.00,0.00,0.00,0.00,56.00,0.00,0.00,0.00,6.00,0.00,1.18,0.00,46.00,10.00,0.00,0.00,0.00,0.00
1,864.00,19790709.00,687.00,104.00,77.00,14,19961231.00,1.05,2.88,431241.00,25865.00,10877.00,376212.00,0.00,130040.00,249172.00,204045.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35268.00,35268.00,0.00,9.00,2.00,0.00,118483.00,46728.00,56.00,56.00,0.00,0.00,0.00,56.00,0.00,0.00,0.00,6.00,0.00,1.18,0.00,46.00,10.00,0.00,0.00,0.00,0.00
1,864.00,19790709.00,687.00,104.00,77.00,14,19971231.00,1.06,2.93,413286.00,12570.00,9222.00,369342.00,0.00,127054.00,251271.00,207973.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35268.00,35268.00,0.00,9.00,2.00,0.00,118483.00,46728.00,56.00,56.00,0.00,0.00,0.00,56.00,0.00,0.00,0.00,6.00,0.00,1.18,0.00,46.00,10.00,0.00,0.00,0.00,0.00
1,864.00,19790709.00,687.00,104.00,77.00,14,19981231.00,1.01,2.06,378293.00,9091.00,6632.00,358118.00,0.00,110668.00,266541.00,212850.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35268.00,35268.00,0.00,9.00,2.00,0.00,118483.00,46728.00,56.00,56.00,0.00,0.00,0.00,56.00,0.00,0.00,0.00,6.00,0.00,1.18,0.00,46.00,10.00,0.00,0.00,0.00,0.00
1,864.00,19790709.00,687.00,104.00,77.00,14,19991231.00,1.05,2.15,402054.00,28831.00,5168.00,349070.00,0.00,93391.00,268301.00,224926.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35268.00,35268.00,0.00,9.00,2.00,0.00,118483.00,46728.00,56.00,56.00,0.00,0.00,0.00,56.00,0.00,0.00,0.00,6.00,0.00,1.18,0.00,46.00,10.00,0.00,0.00,0.00,0.00
