Final Letter Grade Rating,rm_key,Loan_Closed_Date,census_block_order_key,foa_mgmt_co_dim_key,owner_key,Principal Program Detail Code,Stmt_date,DSC_Ratio_II,Current_Ratio,Total Total Funds Flow Prior to CE & D/S (Line 62),Total Replacement Reserve Reimbursements (Line 18A),Total Interest Income Earned on R/R and Special Escrow (Line 78),Total Gross Debt Service - Mortgage (MHFA) (Line 66),Total Gross Debt Service - Energy Loans (Line 68),Total Current Assets (Line 230),Total Current Liabilities (Line 280),Current Portion of Mortgage Payable (Line 251),Notes & Advances - due within 1 year (Line 252),Gross Sf Residential,Gross Sf Residential Communal,Gross Sf Residential Noncommunal,Gross Sf Commercial,Gross Sf Unfinished Space,Gross Sf Parking Structure,Square Footage Net Rentable,Square Footage Residential Net Rentable,Square Footage Commercial Net Rentable,Number Of Buildings,Number Of Predominant Stories,Number Of Elevators,Total Gross Sf Land,Total Gross Sf Buildings,Total Rental Units,Low Income Rental Units,Moderate Income Rental Units,Market Rate Rental Units,Non_revenue Rental Units,Elderly Restricted Rental Units,Unrestricted Rental Units,Student Rental Units,Other Restricted Rental Units,Fully Access Handicapped Rental Units,Partially Access Handicapped Rental Units,Average Bedroom Density,Studio Rental Units,One Bedroom Rental Units,Two Bedroom Rental Units,Three Bedroom Rental Units,Four Bedroom Rental Units,Five Bedroom Rental Units,Six Bedroom Rental Units
2,1046,19900302,489,93,140,20,20071231,1.13,0.47,377233,89793,4832,250762,0,150116,326088,7384,0,57860,960,56900,0,0,0,53587,53587,0,10,2,0,392040,57860,60,22,15,23,0,0,60,0,0,3,0,2,0,12,36,12,0,0,0
2,1046,19900302,489,93,140,20,20091231,1.09,0.95,433292,158125,1552,250762,0,145979,162738,8721,0,57860,960,56900,0,0,0,53587,53587,0,10,2,0,392040,57860,60,22,15,23,0,0,60,0,0,3,0,2,0,12,36,12,0,0,0
2,1046,19900302,489,93,140,20,20101231,1.12,0.94,330552,49097,505,250762,0,109158,125222,9081,0,57860,960,56900,0,0,0,53587,53587,0,10,2,0,392040,57860,60,22,15,23,0,0,60,0,0,3,0,2,0,12,36,12,0,0,0
4,1048,19891229,1035,149,156,18,19991231,0.76,0.83,375551,0,7923,485905,0,373055,511924,62616,0,72844,0,72844,0,0,0,56123,56123,0,10,4,1,64226,72844,56,25,22,9,0,0,56,0,0,2,0,2.34,1,4,26,25,0,0,0
4,1048,19891229,1035,149,156,18,20071231,0.98,0.12,323222,63364,7287,257052,0,148594,1467329,1,230058,72844,0,72844,0,0,0,56123,56123,0,10,4,1,64226,72844,56,25,22,9,0,0,56,0,0,2,0,2.34,1,4,26,25,0,0,0
2,1057,19890908,635,83,122,20,19961231,1.05,0.9,1658920,41476,33901,1506475,0,293816,484592,156857,0,247019,0,247019,0,0,0,228432,228432,0,28,2,0,0,247019,286,213,73,0,0,0,286,0,0,0,0,2.41,0,0,170,116,0,0,0
2,1057,19890908,635,83,122,20,19971231,1.02,0,1577298,26684,17989,1506474,0,0,0,0,0,247019,0,247019,0,0,0,228432,228432,0,28,2,0,0,247019,286,213,73,0,0,0,286,0,0,0,0,2.41,0,0,170,116,0,0,0
2,1057,19890908,635,83,122,20,20061231,1.21,0.71,1870073,556559,18876,1073397,0,436530,614072,1,0,247019,0,247019,0,0,0,228432,228432,0,28,2,0,0,247019,286,213,73,0,0,0,286,0,0,0,0,2.41,0,0,170,116,0,0,0
2,1057,19890908,635,83,122,20,20081231,1.01,0.98,1167834,93024,3388,1055824,0,419929,428666,1,0,247019,0,247019,0,0,0,228432,228432,0,28,2,0,0,247019,286,213,73,0,0,0,286,0,0,0,0,2.41,0,0,170,116,0,0,0
2,1057,19890908,635,83,122,20,20101231,1.07,0.92,1254269,92877,1325,1081049,0,444274,483189,1,0,247019,0,247019,0,0,0,228432,228432,0,28,2,0,0,247019,286,213,73,0,0,0,286,0,0,0,0,2.41,0,0,170,116,0,0,0
3,1057,19890908,635,83,122,20,20071231,1,0.74,1542560,480158,7518,1055824,0,380492,510825,1,0,247019,0,247019,0,0,0,228432,228432,0,28,2,0,0,247019,286,213,73,0,0,0,286,0,0,0,0,2.41,0,0,170,116,0,0,0
4,1057,19890908,635,83,122,20,19981231,0.89,0.64,1440350,82887,17509,1506475,0,338964,758538,227509,0,247019,0,247019,0,0,0,228432,228432,0,28,2,0,0,247019,286,213,73,0,0,0,286,0,0,0,0,2.41,0,0,170,116,0,0,0
4,1057,19890908,635,83,122,20,19991231,0.88,0.39,1363367,20440,17871,1506475,0,296078,1028165,261748,0,247019,0,247019,0,0,0,228432,228432,0,28,2,0,0,247019,286,213,73,0,0,0,286,0,0,0,0,2.41,0,0,170,116,0,0,0
4,1037,19890817,892,149,28,20,20061231,0.89,1.06,428143,31974,10547,434569,0,151814,219401,75646,0,53433,2731,50702,0,0,7640,40068,40068,0,1,7,1,16628,61073,40,26,0,14,0,0,40,0,0,4,0,2.53,0,9,11,10,10,0,0
2,1040,19890706,442,224,93,20,20081231,1,0.51,692044,93647,5806,590748,0,219906,434119,1,0,157855,0,157855,0,2466,0,110478,110478,0,2,5,2,87120,160321,121,30,0,91,0,0,121,0,0,8,0,1.83,0,30,81,10,0,0,0
2,1040,19890706,442,224,93,20,20091231,1.14,0.84,961310,284749,2099,592591,0,331610,392891,1,0,157855,0,157855,0,2466,0,110478,110478,0,2,5,2,87120,160321,121,30,0,91,0,0,121,0,0,8,0,1.83,0,30,81,10,0,0,0
2,1040,19890706,442,224,93,20,20101231,1.05,0.75,635974,58956,521,549813,0,321783,427032,1,0,157855,0,157855,0,2466,0,110478,110478,0,2,5,2,87120,160321,121,30,0,91,0,0,121,0,0,8,0,1.83,0,30,81,10,0,0,0
4,1040,19890706,442,224,93,20,20051231,0.9,0.81,752512,72281,4502,750444,0,241228,296187,1,0,157855,0,157855,0,2466,0,110478,110478,0,2,5,2,87120,160321,121,30,0,91,0,0,121,0,0,8,0,1.83,0,30,81,10,0,0,0
4,1040,19890706,442,224,93,20,20061231,0.93,0.58,780692,124887,6154,700697,0,181654,312847,1,0,157855,0,157855,0,2466,0,110478,110478,0,2,5,2,87120,160321,121,30,0,91,0,0,121,0,0,8,0,1.83,0,30,81,10,0,0,0
4,1040,19890706,442,224,93,20,20071231,0.91,0.56,705002,57932,7235,703313,0,222611,395378,1,0,157855,0,157855,0,2466,0,110478,110478,0,2,5,2,87120,160321,121,30,0,91,0,0,121,0,0,8,0,1.83,0,30,81,10,0,0,0
3,1047,19890405,737,97,67,18,20101231,0.85,1.22,447359,251087,270,229318,0,129537,106009,1,0,70678,2000,68678,0,0,0,61390,61390,0,6,3,0,599812,70678,60,21,0,39,0,0,60,0,0,3,0,2,0,12,36,12,0,0,0
2,1011,19890320,492,229,15,20,19961231,0.99,1.05,909286,38776,3937,874847,0,145274,217763,79244,0,107345,2535,104810,0,0,4970,83077,83077,0,6,2,0,465613,112315,90,32,0,58,0,0,90,0,0,5,0,2.03,0,7,73,10,0,0,0
2,1011,19890320,492,229,15,20,20081231,1.12,0.64,648453,98384,2575,488903,0,151346,235915,1,0,107345,2535,104810,0,0,4970,83077,83077,0,6,2,0,465613,112315,90,32,0,58,0,0,90,0,0,5,0,2.03,0,7,73,10,0,0,0
2,1011,19890320,492,229,15,20,20091231,1.07,0.89,531801,278873,765,235613,0,160334,183015,1886,0,107345,2535,104810,0,0,4970,83077,83077,0,6,2,0,465613,112315,90,32,0,58,0,0,90,0,0,5,0,2.03,0,7,73,10,0,0,0
4,1011,19890320,492,229,15,20,19981231,0.94,0.5,828033,0,2473,874848,0,93777,280421,93126,0,107345,2535,104810,0,0,4970,83077,83077,0,6,2,0,465613,112315,90,32,0,58,0,0,90,0,0,5,0,2.03,0,7,73,10,0,0,0
4,1011,19890320,492,229,15,20,19991231,0.94,0.53,821447,0,2853,874581,0,95397,280533,100953,0,107345,2535,104810,0,0,4970,83077,83077,0,6,2,0,465613,112315,90,32,0,58,0,0,90,0,0,5,0,2.03,0,7,73,10,0,0,0
4,1011,19890320,492,229,15,20,20061231,0.97,0.76,692063,200863,7141,498930,0,183765,242445,1,0,107345,2535,104810,0,0,4970,83077,83077,0,6,2,0,465613,112315,90,32,0,58,0,0,90,0,0,5,0,2.03,0,7,73,10,0,0,0
3,1035,19890217,227,97,67,4,19951231,0.96,0.74,782176,14911,18825,782934,0,406250,652137,101617,0,85828,3834,81994,3514,5472,19882,55713,52646,3067,2,4,2,200376,114696,70,28,0,42,0,70,0,0,0,7,0,1.43,0,40,30,0,0,0,0
3,1035,19890217,227,97,67,4,19981231,0.8,1.24,690591,35232,25188,782850,0,867338,828046,128899,0,85828,3834,81994,3514,5472,19882,55713,52646,3067,2,4,2,200376,114696,70,28,0,42,0,70,0,0,0,7,0,1.43,0,40,30,0,0,0,0
3,1035,19890217,227,97,67,4,20001231,0.69,1.37,571306,0,29100,782856,0,586910,578717,151045,0,85828,3834,81994,3514,5472,19882,55713,52646,3067,2,4,2,200376,114696,70,28,0,42,0,70,0,0,0,7,0,1.43,0,40,30,0,0,0,0
3,1035,19890217,227,97,67,4,20011231,0.95,0.92,782333,21301,19673,782856,0,447200,647059,163506,0,85828,3834,81994,3514,5472,19882,55713,52646,3067,2,4,2,200376,114696,70,28,0,42,0,70,0,0,0,7,0,1.43,0,40,30,0,0,0,0
3,1035,19890217,227,97,67,4,20021231,0.92,1.14,795900,36414,9196,815209,0,363195,494913,176996,0,85828,3834,81994,3514,5472,19882,55713,52646,3067,2,4,2,200376,114696,70,28,0,42,0,70,0,0,0,7,0,1.43,0,40,30,0,0,0,0
5,1030,19890208,1000,122,57,20,19950630,0.74,0.48,341307,12758,2745,440350,0,69304,192381,46666,0,51314,37180,14134,0,0,0,37180,37180,0,6,5,0,19387,51314,50,30,0,20,0,0,50,0,0,3,0,1.62,4,14,30,1,1,0,0
5,1030,19890208,1000,122,57,20,19961231,0.74,0.28,343317,15613,3214,441190,0,56304,248088,50516,0,51314,37180,14134,0,0,0,37180,37180,0,6,5,0,19387,51314,50,30,0,20,0,0,50,0,0,3,0,1.62,4,14,30,1,1,0,0
5,1030,19890208,1000,122,57,20,19971231,0.72,0.32,333017,11751,2886,440970,0,73604,286018,54683,0,51314,37180,14134,0,0,0,37180,37180,0,6,5,0,19387,51314,50,30,0,20,0,0,50,0,0,3,0,1.62,4,14,30,1,1,0,0
5,1030,19890208,1000,122,57,20,19980630,0.79,0.26,360139,9730,4240,438550,0,74772,356822,73048,0,51314,37180,14134,0,0,0,37180,37180,0,6,5,0,19387,51314,50,30,0,20,0,0,50,0,0,3,0,1.62,4,14,30,1,1,0,0
5,1030,19890208,1000,122,57,20,19990630,0.84,0.19,407007,33124,4498,441350,0,82308,559754,124700,0,51314,37180,14134,0,0,0,37180,37180,0,6,5,0,19387,51314,50,30,0,20,0,0,50,0,0,3,0,1.62,4,14,30,1,1,0,0
5,1030,19890208,1000,122,57,20,20000630,0.67,0.06,311008,5309,8784,441350,0,33793,801631,234914,0,51314,37180,14134,0,0,0,37180,37180,0,6,5,0,19387,51314,50,30,0,20,0,0,50,0,0,3,0,1.62,4,14,30,1,1,0,0
5,1013,19890127,243,93,140,19,20041231,0.89,0.24,626804,87273,336,605397,0,169882,1186534,490455,0,166154,3973,162181,0,0,0,141876,141876,0,8,3,0,250470,166154,140,126,0,14,0,0,140,0,0,7,0,2.19,0,18,88,23,11,0,0
5,1013,19890127,243,93,140,19,20051231,0.38,0.14,594309,101619,997,1282710,0,189162,13823027,701856,11788574,166154,3973,162181,0,0,0,141876,141876,0,8,3,0,250470,166154,140,126,0,14,0,0,140,0,0,7,0,2.19,0,18,88,23,11,0,0
5,1013,19890127,243,93,140,19,20061231,0.44,0.79,686203,123563,1074,1282710,0,1448511,8731705,945812,5947725,166154,3973,162181,0,0,0,141876,141876,0,8,3,0,250470,166154,140,126,0,14,0,0,140,0,0,7,0,2.19,0,18,88,23,11,0,0
5,1013,19890127,243,93,140,19,20071231,0.44,0.54,688409,114668,3081,1282710,0,1243126,9442525,1202894,5947725,166154,3973,162181,0,0,0,141876,141876,0,8,3,0,250470,166154,140,126,0,14,0,0,140,0,0,7,0,2.19,0,18,88,23,11,0,0
5,1013,19890127,243,93,140,19,20081231,0.42,0.41,768315,221422,3092,1282710,0,1147698,10269822,1528979,5947725,166154,3973,162181,0,0,0,141876,141876,0,8,3,0,250470,166154,140,126,0,14,0,0,140,0,0,7,0,2.19,0,18,88,23,11,0,0
5,1013,19890127,243,93,140,19,20091231,0.4,0.31,643462,135477,267,1282710,0,1007678,11420534,2251331,5947725,166154,3973,162181,0,0,0,141876,141876,0,8,3,0,250470,166154,140,126,0,14,0,0,140,0,0,7,0,2.19,0,18,88,23,11,0,0
3,1013,19890127,243,93,140,19,19961231,0.97,0.46,1246174,0,2432,1282709,0,139601,923472,245772,371919,166154,3973,162181,0,0,0,141876,141876,0,8,3,0,250470,166154,140,126,0,14,0,0,140,0,0,7,0,2.19,0,18,88,23,11,0,0
2,1006,19890109,410,149,156,20,19951231,1,0.84,1455043,44122,8600,1396927,0,213485,439164,184338,0,167040,3000,164040,0,0,0,149000,149000,0,13,3,0,1525035,167040,148,59,0,89,0,0,148,0,0,7,0,2.39,0,0,95,48,5,0,0
2,1006,19890109,410,149,156,20,20021231,1.03,0.27,1467727,99373,1361,1331190,0,281004,1242035,210968,0,167040,3000,164040,0,0,0,149000,149000,0,13,3,0,1525035,167040,148,59,0,89,0,0,148,0,0,7,0,2.39,0,0,95,48,5,0,0
2,1006,19890109,410,149,156,20,20031231,1.09,0.99,871935,28383,339,775409,0,205077,240011,32000,0,167040,3000,164040,0,0,0,149000,149000,0,13,3,0,1525035,167040,148,59,0,89,0,0,148,0,0,7,0,2.39,0,0,95,48,5,0,0
2,1006,19890109,410,149,156,20,20041231,1.11,0.9,852238,43205,341,729915,0,240771,270277,3000,0,167040,3000,164040,0,0,0,149000,149000,0,13,3,0,1525035,167040,148,59,0,89,0,0,148,0,0,7,0,2.39,0,0,95,48,5,0,0
4,1034,19881020,1173,253,145,19,19961231,0.92,0.46,1880767,28791,9900,2002343,0,217546,748058,278625,0,311335,0,311335,0,0,0,209425,209425,0,1,4,4,249068,311335,175,45,0,130,0,0,175,0,0,8,0,2.09,0,14,132,29,0,0,0
4,1034,19881020,1173,253,145,19,19971231,0.95,0.45,1959721,52985,10232,2002343,0,301353,1006126,341852,0,311335,0,311335,0,0,0,209425,209425,0,1,4,4,249068,311335,175,45,0,130,0,0,175,0,0,8,0,2.09,0,14,132,29,0,0,0
1,1051,19881014,87,214,47,20,19951231,0.95,3.42,878588,0,5022,915346,0,669919,320317,124512,0,112431,3300,109131,0,0,0,100334,100334,0,15,3,0,435600,112431,91,23,0,68,0,0,91,0,0,5,0,2.33,0,6,58,18,9,0,0
1,1051,19881014,87,214,47,20,19961231,1.01,3.87,1018389,86135,6639,915346,0,686907,312392,134784,0,112431,3300,109131,0,0,0,100334,100334,0,15,3,0,435600,112431,91,23,0,68,0,0,91,0,0,5,0,2.33,0,6,58,18,9,0,0
1,1051,19881014,87,214,47,20,19971231,1.06,4.78,998149,25987,2409,915346,0,725168,298233,146606,0,112431,3300,109131,0,0,0,100334,100334,0,15,3,0,435600,112431,91,23,0,68,0,0,91,0,0,5,0,2.33,0,6,58,18,9,0,0
1,1051,19881014,87,214,47,20,19981231,1.14,6.2,1073656,30597,3059,915346,0,868089,295807,155850,0,112431,3300,109131,0,0,0,100334,100334,0,15,3,0,435600,112431,91,23,0,68,0,0,91,0,0,5,0,2.33,0,6,58,18,9,0,0
1,1051,19881014,87,214,47,20,19991231,1.06,5.38,1059479,87163,3182,915346,0,932197,343221,169836,0,112431,3300,109131,0,0,0,100334,100334,0,15,3,0,435600,112431,91,23,0,68,0,0,91,0,0,5,0,2.33,0,6,58,18,9,0,0
1,1051,19881014,87,214,47,20,20001231,1.09,2.71,1044644,0,45942,915346,0,1046962,569679,183848,0,112431,3300,109131,0,0,0,100334,100334,0,15,3,0,435600,112431,91,23,0,68,0,0,91,0,0,5,0,2.33,0,6,58,18,9,0,0
1,1051,19881014,87,214,47,20,20011231,1.1,2.69,1047108,0,37667,915346,0,1141729,623843,199015,0,112431,3300,109131,0,0,0,100334,100334,0,15,3,0,435600,112431,91,23,0,68,0,0,91,0,0,5,0,2.33,0,6,58,18,9,0,0
1,1051,19881014,87,214,47,20,20021231,1.17,1.02,1007965,124485,25118,733346,0,362254,356130,1,0,112431,3300,109131,0,0,0,100334,100334,0,15,3,0,435600,112431,91,23,0,68,0,0,91,0,0,5,0,2.33,0,6,58,18,9,0,0
1,1051,19881014,87,214,47,20,20071231,1.51,1.02,697033,138947,12163,362441,0,478270,470413,1,0,112431,3300,109131,0,0,0,100334,100334,0,15,3,0,435600,112431,91,23,0,68,0,0,91,0,0,5,0,2.33,0,6,58,18,9,0,0
5,1042,19880812,427,89,121,20,19951231,0.77,0.06,890878,0,304,1160419,0,117559,2322763,434571,0,102488,3724,98764,10052,8646,0,84807,75227,9580,2,5,1,74376,121186,77,20,0,57,0,0,77,0,0,4,0,2.18,0,7,56,7,7,0,0
5,1042,19880812,427,89,121,20,19961231,0.69,0.16,800180,0,881,1160419,0,150239,1250142,307171,0,102488,3724,98764,10052,8646,0,84807,75227,9580,2,5,1,74376,121186,77,20,0,57,0,0,77,0,0,4,0,2.18,0,7,56,7,7,0,0
5,1042,19880812,427,89,121,20,19981231,0.8,0.18,958007,24817,5668,1160419,0,105326,861356,277282,0,102488,3724,98764,10052,8646,0,84807,75227,9580,2,5,1,74376,121186,77,20,0,57,0,0,77,0,0,4,0,2.18,0,7,56,7,7,0,0
5,1042,19880812,427,89,121,20,19991231,0.84,0.16,996999,23076,1486,1160449,0,146764,1315967,407595,0,102488,3724,98764,10052,8646,0,84807,75227,9580,2,5,1,74376,121186,77,20,0,57,0,0,77,0,0,4,0,2.18,0,7,56,7,7,0,0
5,1042,19880812,427,89,121,20,20001231,0.66,0.13,819585,13725,1764,1225378,0,188410,1865655,458786,0,102488,3724,98764,10052,8646,0,84807,75227,9580,2,5,1,74376,121186,77,20,0,57,0,0,77,0,0,4,0,2.18,0,7,56,7,7,0,0
5,1042,19880812,427,89,121,20,20011231,0.77,0.18,922100,29508,1412,1160419,0,253420,1907660,497783,0,102488,3724,98764,10052,8646,0,84807,75227,9580,2,5,1,74376,121186,77,20,0,57,0,0,77,0,0,4,0,2.18,0,7,56,7,7,0,0
5,1042,19880812,427,89,121,20,20021231,0.81,0.2,967278,26008,2746,1160419,0,370540,2477488,614954,0,102488,3724,98764,10052,8646,0,84807,75227,9580,2,5,1,74376,121186,77,20,0,57,0,0,77,0,0,4,0,2.18,0,7,56,7,7,0,0
5,1042,19880812,427,89,121,20,20031231,0.72,0.15,852002,13361,886,1160419,0,345781,3120902,764613,0,102488,3724,98764,10052,8646,0,84807,75227,9580,2,5,1,74376,121186,77,20,0,57,0,0,77,0,0,4,0,2.18,0,7,56,7,7,0,0
5,1042,19880812,427,89,121,20,20041231,0.52,0.12,627970,22331,419,1160419,0,357861,4064996,974227,0,102488,3724,98764,10052,8646,0,84807,75227,9580,2,5,1,74376,121186,77,20,0,57,0,0,77,0,0,4,0,2.18,0,7,56,7,7,0,0
5,1042,19880812,427,89,121,20,20051231,0.4,0.13,474605,13080,186,1160419,0,520793,5321426,1226103,0,102488,3724,98764,10052,8646,0,84807,75227,9580,2,5,1,74376,121186,77,20,0,57,0,0,77,0,0,4,0,2.18,0,7,56,7,7,0,0
3,1042,19880812,427,89,121,20,20071231,0.99,0.16,489869,17807,11083,467193,0,279463,1734481,9581,0,102488,3724,98764,10052,8646,0,84807,75227,9580,2,5,1,74376,121186,77,20,0,57,0,0,77,0,0,4,0,2.18,0,7,56,7,7,0,0
4,1042,19880812,427,89,121,20,19971231,0.99,0.48,1162920,0,8559,1160419,0,217865,681904,229652,0,102488,3724,98764,10052,8646,0,84807,75227,9580,2,5,1,74376,121186,77,20,0,57,0,0,77,0,0,4,0,2.18,0,7,56,7,7,0,0
4,1042,19880812,427,89,121,20,20101231,0.97,0.73,488213,0,658,503421,0,259054,364049,10312,0,102488,3724,98764,10052,8646,0,84807,75227,9580,2,5,1,74376,121186,77,20,0,57,0,0,77,0,0,4,0,2.18,0,7,56,7,7,0,0
4,1038,19880330,84,229,77,20,19961231,0.93,0.39,882443,62674,5768,873729,0,82262,341209,129686,0,105125,2390,102735,0,0,0,91267,91267,0,5,2,0,430000,105125,95,33,0,62,0,0,95,0,0,8,0,2.35,0,0,70,17,8,0,0
2,996,19871223,520,76,139,20,20031231,1.15,0.63,1042256,82254,6888,827085,0,606117,1096626,130575,0,175245,5210,170035,6797,0,57689,139701,132904,6797,1,12,2,29941,239731,126,32,0,94,0,0,126,0,0,8,0,1.67,0,42,84,0,0,0,0
2,996,19871223,520,76,139,20,20041231,1,0.68,837698,20475,7113,813732,0,431213,776296,142328,0,175245,5210,170035,6797,0,57689,139701,132904,6797,1,12,2,29941,239731,126,32,0,94,0,0,126,0,0,8,0,1.67,0,42,84,0,0,0,0
4,1036,19871221,185,149,78,18,19961231,0.96,0.79,1153764,0,15555,1183551,0,189047,404757,164289,0,106329,3565,102764,0,40096,0,102764,102764,0,3,4,1,133650,146425,117,117,0,0,0,0,117,0,0,6,0,1.88,0,49,39,23,6,0,0
4,1036,19871221,185,149,78,18,19981231,0.81,0.22,1126798,151045,10625,1184695,0,119041,733209,195729,0,106329,3565,102764,0,40096,0,102764,102764,0,3,4,1,133650,146425,117,117,0,0,0,0,117,0,0,6,0,1.88,0,49,39,23,6,0,0
3,1009,19871005,742,229,15,20,20051231,0.94,1.21,786243,43858,9242,777608,0,305139,252177,1,0,108218,2773,105445,0,0,0,88542,88542,0,15,2,0,2474208,108218,90,23,0,67,0,0,90,0,0,5,0,1.5,0,45,45,0,0,0,0
1,1008,19870902,126,229,15,20,20031231,1.03,1.17,631433,91479,256,522763,0,307471,263858,1,0,130068,10848,119220,0,0,0,90470,90470,0,1,7,2,392040,130068,99,25,0,74,0,0,99,0,0,5,0,1.68,0,32,67,0,0,0,0
1,1008,19870902,126,229,15,20,20041231,1.04,1.05,453455,39582,1534,396139,0,287717,367734,92458,0,130068,10848,119220,0,0,0,90470,90470,0,1,7,2,392040,130068,99,25,0,74,0,0,99,0,0,5,0,1.68,0,32,67,0,0,0,0
1,1008,19870902,126,229,15,20,20051231,0.97,1.11,485455,98916,6375,390653,0,320035,288338,1,0,130068,10848,119220,0,0,0,90470,90470,0,1,7,2,392040,130068,99,25,0,74,0,0,99,0,0,5,0,1.68,0,32,67,0,0,0,0
5,1008,19870902,126,229,15,20,20101231,0.73,0.59,298263,80218,51,297579,0,190453,324218,1,0,130068,10848,119220,0,0,0,90470,90470,0,1,7,2,392040,130068,99,25,0,74,0,0,99,0,0,5,0,1.68,0,32,67,0,0,0,0
4,1008,19870902,126,229,15,20,19951231,0.98,0.6,1006048,10221,1856,1014402,0,127856,350471,138619,0,130068,10848,119220,0,0,0,90470,90470,0,1,7,2,392040,130068,99,25,0,74,0,0,99,0,0,5,0,1.68,0,32,67,0,0,0,0
4,1008,19870902,126,229,15,20,19961231,0.98,0.51,1041383,42572,2172,1014402,0,97587,342786,150497,0,130068,10848,119220,0,0,0,90470,90470,0,1,7,2,392040,130068,99,25,0,74,0,0,99,0,0,5,0,1.68,0,32,67,0,0,0,0
4,1008,19870902,126,229,15,20,19971231,0.96,0.39,1001762,24289,2086,1014402,0,92354,401707,163394,0,130068,10848,119220,0,0,0,90470,90470,0,1,7,2,392040,130068,99,25,0,74,0,0,99,0,0,5,0,1.68,0,32,67,0,0,0,0
3,1014,19870825,96,122,50,20,20051231,1,1.1,953291,334048,5567,612456,0,300887,353375,79958,0,119870,2508,117362,0,0,0,96976,96976,0,5,3,0,685220,119870,120,30,0,90,0,0,120,0,0,6,0,1.88,0,22,90,8,0,0,0
4,1014,19870825,96,122,50,20,20041231,0.89,1.15,633703,84119,4243,612456,0,260121,300530,73749,0,119870,2508,117362,0,0,0,96976,96976,0,5,3,0,685220,119870,120,30,0,90,0,0,120,0,0,6,0,1.88,0,22,90,8,0,0,0
5,995,19870812,152,319,74,2,19951231,0.86,0.61,779048,35216,5606,861124,0,148618,384091,140134,0,134668,2890,131778,0,0,0,99893,99893,0,8,3,1,193979,134668,110,28,0,82,0,0,110,0,0,5,0,2.14,0,7,87,10,6,0,0
5,995,19870812,152,319,74,2,20001231,0.7,0.38,675941,55194,14268,861104,0,298227,1103199,321034,0,134668,2890,131778,0,0,0,99893,99893,0,8,3,1,193979,134668,110,28,0,82,0,0,110,0,0,5,0,2.14,0,7,87,10,6,0,0
5,995,19870812,152,319,74,2,20011231,0.61,0.31,494580,9933,10983,773586,0,341720,1565987,446270,0,134668,2890,131778,0,0,0,99893,99893,0,8,3,1,193979,134668,110,28,0,82,0,0,110,0,0,5,0,2.14,0,7,87,10,6,0,0
5,995,19870812,152,319,74,2,20021231,0.41,0.23,360281,0,4065,861104,0,350011,2247692,722260,0,134668,2890,131778,0,0,0,99893,99893,0,8,3,1,193979,134668,110,28,0,82,0,0,110,0,0,5,0,2.14,0,7,87,10,6,0,0
5,995,19870812,152,319,74,2,20031231,-0.18,0.12,-149113,0,3020,861104,0,280523,3124341,860075,0,134668,2890,131778,0,0,0,99893,99893,0,8,3,1,193979,134668,110,28,0,82,0,0,110,0,0,5,0,2.14,0,7,87,10,6,0,0
5,995,19870812,152,319,74,2,20041231,0.09,0.11,80400,0,6175,861104,0,325527,4068521,1119635,0,134668,2890,131778,0,0,0,99893,99893,0,8,3,1,193979,134668,110,28,0,82,0,0,110,0,0,5,0,2.14,0,7,87,10,6,0,0
4,995,19870812,152,319,74,2,19961231,0.99,0.79,898784,34720,12239,861104,0,300080,580129,201284,0,134668,2890,131778,0,0,0,99893,99893,0,8,3,1,193979,134668,110,28,0,82,0,0,110,0,0,5,0,2.14,0,7,87,10,6,0,0
4,995,19870812,152,319,74,2,19981231,0.83,0.89,781028,49203,19680,861103,0,341253,607886,226034,0,134668,2890,131778,0,0,0,99893,99893,0,8,3,1,193979,134668,110,28,0,82,0,0,110,0,0,5,0,2.14,0,7,87,10,6,0,0
4,995,19870812,152,319,74,2,19991231,0.82,0.44,781587,56310,17075,861104,0,228873,771395,250435,0,134668,2890,131778,0,0,0,99893,99893,0,8,3,1,193979,134668,110,28,0,82,0,0,110,0,0,5,0,2.14,0,7,87,10,6,0,0
4,995,19870812,152,319,74,2,20071231,0,0,86489,103326,482,0,0,0,0,0,0,134668,2890,131778,0,0,0,99893,99893,0,8,3,1,193979,134668,110,28,0,82,0,0,110,0,0,5,0,2.14,0,7,87,10,6,0,0
4,995,19870812,152,319,74,2,20081231,0,0.79,170067,101942,394,0,0,176860,225098,0,0,134668,2890,131778,0,0,0,99893,99893,0,8,3,1,193979,134668,110,28,0,82,0,0,110,0,0,5,0,2.14,0,7,87,10,6,0,0
4,995,19870812,152,319,74,2,20091231,0,0.73,157551,116450,229,0,0,157627,216624,1,0,134668,2890,131778,0,0,0,99893,99893,0,8,3,1,193979,134668,110,28,0,82,0,0,110,0,0,5,0,2.14,0,7,87,10,6,0,0
4,995,19870812,152,319,74,2,20101231,0,0.8,99423,39045,117,0,0,201229,250426,1,0,134668,2890,131778,0,0,0,99893,99893,0,8,3,1,193979,134668,110,28,0,82,0,0,110,0,0,5,0,2.14,0,7,87,10,6,0,0
5,1000,19870623,910,181,133,20,20031231,0.65,0,531993,221113,13216,458449,0,0,1,1,0,51399,748,50651,1926,0,880,38918,37118,1800,3,8,1,20769,54205,61,15,0,46,0,0,61,0,0,5,0,1.69,2,30,15,13,1,0,0
